,energy,danceability,speechiness,acousticness,liveness,valence
1519,0.777,0.583,0.185,0.109,0.108,0.31
1520,0.648,0.748,0.0816,0.484,0.126,0.726
1521,0.8,0.499,0.0502,0.0906,0.147,0.272
1522,0.673,0.757,0.141,0.095,0.338,0.574
1523,0.479,0.886,0.334,0.077,0.135,0.408
1524,0.753,0.785,0.0873,0.188,0.265,0.488
1525,0.881,0.674,0.147,0.296,0.0793,0.234
1526,0.82,0.802,0.146,0.0579,0.149,0.613
1527,0.773,0.826,0.0524,0.323,0.143,0.761
1528,0.294,0.855,0.286,0.3,0.091,0.842
1529,0.446,0.691,0.0472,0.484,0.183,0.534
1530,0.683,0.697,0.117,0.0372,0.137,0.603
1531,0.801,0.842,0.228,0.157,0.0642,0.617
1532,0.607,0.584,0.0356,0.426,0.101,0.374
1533,0.6,0.859,0.301,0.071,0.353,0.568
1534,0.789,0.75,0.108,0.253,0.129,0.673
1535,0.594,0.643,0.0312,0.0695,0.115,0.195
1536,0.836,0.773,0.153,0.283,0.0828,0.497
1537,0.717,0.746,0.179,0.199,0.132,0.523
1538,0.0,0.0,0.0,0.0,0.0,0.0
1539,0.758,0.941,0.17,0.0256,0.193,0.683
1540,0.882,0.77,0.0602,0.194,0.316,0.385
1541,0.862,0.791,0.11,0.037,0.0814,0.592
1542,0.719,0.695,0.0903,0.227,0.0884,0.781
1543,0.459,0.619,0.0334,0.56,0.137,0.498
1544,0.676,0.594,0.344,0.135,0.163,0.472
1545,0.516,0.689,0.0444,0.513,0.163,0.209
1546,0.13,0.413,0.0336,0.9,0.111,0.0676
1547,0.73,0.826,0.0809,0.383,0.0197,0.605
1548,0.619,0.878,0.102,0.0533,0.113,0.639
1549,0.537,0.635,0.0832,0.172,0.418,0.383
1550,0.778,0.932,0.0638,0.212,0.168,0.933
1551,0.7,0.762,0.0694,0.00261,0.153,0.608
1552,0.87,0.528,0.0851,0.24,0.333,0.714
1553,0.523,0.765,0.03,0.184,0.132,0.394
1554,0.55,0.832,0.0587,0.249,0.182,0.881
1555,0.603,0.448,0.064,0.433,0.0862,0.422
